,Side,Win,First_Blood,First Tower,First_Inhibitor,First_Baron,First_Dragon,First_Rift_Herald,Tower_Destroyed,Inhibitor_Destroyed,Baron_Killed,Dragon_Killed,Vilemaw_Killed,Rift_Herald_Killed,Game_Duration,Total_Kills,Total_Deaths,Total_Assists,Total_Magic_Damage_Dealt,Total_Physical_Damage_Dealt,Total_True_Damage_Dealt,Total_Magic_Damage_To_Champions,Total_Physical_Damage_To_Champions,Total_True_Damage_To_Champions,Total_Heal,Total_Damage_Self_Mitigated,Total_Damage_Dealt_To_Objectives,Total_Damage_Dealt_To_Turrets,Total_Vision_Score,Total_Time_CCing_Others,Total_Magical_Damage_Taken,Total_Physical_Damage_Taken,Total_True_Damage_Taken,Total_Gold_Earned,Total_Minions_Killed,Total_Neutral_Minions_Killed,Total_Neutral_Minions_Killed_Team_Jungle,Total_Neutral_Minions_Killed_Enemy_Jungle,Total_Time_Crowd_Control_Dealt,Total_Champion_Level
5945,Red,1,1,1,0,0,0,0,2,0,0,1,0,0,1053,18,8,16,71899,127675,17814,14230,18088,1038,8680,16002,19450,9258,44,59,9243,24203,705,29645,264,60,33,6,702,51
5946,Blue,1,0,1,1,1,1,1,11,3,1,3,0,1,1993,36,29,44,104887,473957,26137,22065,60461,9271,27864,90745,67128,21114,127,151,16088,90660,2558,60675,513,148,87,8,716,79
5947,Red,0,1,0,0,0,0,0,6,0,0,1,0,0,1993,29,36,37,111931,524700,19592,14707,62880,2233,34560,97334,29206,13301,59,91,25122,88744,10853,57117,545,172,134,16,581,75
5948,Blue,1,1,0,1,0,0,1,4,1,0,3,0,1,1703,38,17,49,121109,274632,47939,41095,45336,2259,16197,53067,35483,10057,85,65,24506,52014,1886,50162,410,88,52,4,771,68
5949,Red,0,0,1,0,0,1,0,3,0,0,1,0,0,1703,17,38,18,111745,289120,39267,24439,31794,1889,19052,54364,34102,10381,84,114,42097,67400,2257,44747,437,104,79,4,584,62
5950,Blue,1,0,1,1,0,1,1,10,2,0,3,0,1,1336,30,8,24,121747,243494,25288,27049,25706,4292,14507,24931,56000,21414,69,42,6125,40303,1366,44866,438,108,43,25,321,63
5951,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1336,8,30,7,54717,190773,10144,5077,18727,1366,8657,38970,4217,109,52,36,29105,41286,4290,30571,305,110,74,17,1034,53
5952,Blue,1,1,1,0,0,1,1,3,0,0,1,0,1,1291,14,6,15,36842,252604,22757,8338,19779,1752,20260,30796,32848,9049,38,66,9934,39652,2326,33388,345,104,62,10,578,57
5953,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,6,14,4,56102,155033,19528,9214,16978,2327,10409,19406,5392,2129,54,38,9746,33394,1751,26415,323,56,35,8,496,52
5954,Blue,0,1,1,1,0,1,0,5,1,0,3,0,0,2347,34,53,44,296002,304229,39938,70462,49699,8546,33954,130648,54960,12298,120,285,58490,92641,5384,65570,559,166,115,12,2071,80
5955,Red,1,0,0,0,1,0,1,6,0,1,0,0,1,2347,53,35,100,199546,484257,48157,55953,66106,5384,42301,155960,56867,12508,143,135,73031,77187,8545,75586,507,212,149,13,1726,88
5956,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38,51,54,240001,185583,29494,56971,27444,5217,25821,56885,5193,5193,68,141,76500,49646,4288,56218,422,107,87,12,2086,68
5957,Red,1,1,1,1,1,1,0,10,3,1,3,0,0,2016,51,39,68,250916,163711,243121,74532,32568,4289,17962,76632,67344,29183,63,161,57673,46002,8216,63967,342,127,65,14,918,73
5958,Blue,1,0,0,1,1,0,0,7,1,1,0,0,0,2128,31,37,41,156563,431974,49698,38950,55293,13736,21375,118774,36450,17646,151,138,39986,101703,5372,62580,589,187,126,13,1231,80
5959,Red,0,1,1,0,0,1,0,4,0,0,3,0,0,2128,36,31,52,101701,441448,40664,36268,69692,5293,45216,95748,36495,14166,90,81,40785,86682,14811,60649,574,100,80,4,589,77
5960,Blue,1,1,1,0,0,1,1,4,0,0,1,0,1,1227,24,13,20,71609,222243,28746,11389,27827,2538,18108,29549,34689,9374,46,53,17718,35583,3036,37243,345,100,62,8,492,56
5961,Red,0,0,0,0,0,0,0,1,0,0,1,0,0,1227,13,25,17,89001,119490,27676,17242,17655,3037,14468,23890,12866,4197,54,52,12317,41800,2537,29811,232,72,49,4,539,52
5962,Blue,1,0,1,0,0,0,0,9,3,1,4,0,0,2385,43,26,77,589599,277983,85112,104892,23704,6458,39675,108505,75791,18076,102,217,47952,63793,5341,75778,714,209,118,33,3084,88
5963,Red,0,1,0,1,1,1,1,8,1,1,2,0,1,2385,26,43,25,265839,433091,63618,46937,34305,5340,51162,107589,65039,23317,89,69,107787,56501,6518,65186,656,116,79,4,732,82
5964,Blue,1,0,1,1,1,1,1,11,3,1,4,0,1,2180,51,33,57,159190,574087,52110,34756,77923,11691,31080,99173,80531,22113,155,90,29488,104705,7853,72237,548,189,89,46,932,84
5965,Red,0,1,0,0,0,0,0,4,0,0,0,0,0,2180,33,51,50,108941,458553,43057,28384,71797,7855,25983,109503,13924,9147,116,102,35360,98039,12546,62484,577,79,64,7,1053,78
5966,Blue,0,0,0,0,0,1,0,0,0,0,1,0,0,1177,10,31,7,62770,124356,16281,9233,17118,3103,8494,31282,15400,4207,42,62,16829,39147,1880,26613,277,40,27,0,442,49
5967,Red,1,1,1,1,0,0,1,5,1,0,1,0,1,1177,31,10,27,89434,175683,30180,16244,24980,1881,12559,28433,30398,12353,60,67,10400,34056,3102,41483,450,71,52,7,476,59
5968,Blue,0,0,0,0,0,0,1,0,0,0,1,0,1,1212,7,41,6,42501,184908,13107,5301,18760,1131,13829,35920,13748,717,28,28,27924,48979,1237,26912,324,76,52,8,282,51
5969,Red,1,1,1,1,0,1,0,8,1,0,1,0,0,1212,41,7,42,88459,214594,8360,27702,31971,1240,6519,27063,29518,23457,63,95,5799,32612,1130,42861,355,68,41,12,900,59
5970,Blue,1,0,1,1,1,1,0,7,1,1,3,0,0,1538,29,25,29,149927,280321,38585,37107,30170,6620,25600,43767,58716,18844,67,72,18234,64844,1962,46847,404,142,61,37,595,69
5971,Red,0,1,0,0,0,0,1,2,0,0,0,0,1,1538,25,29,40,41869,269475,35565,15846,38319,1963,17727,47525,30915,5467,73,62,37736,47131,6619,41684,366,57,38,8,649,62
5972,Blue,1,1,1,0,0,1,0,2,0,0,1,0,0,941,23,6,27,90980,113858,9841,17337,17990,622,8030,17650,15276,8141,37,87,11253,22895,335,30975,254,77,36,16,801,48
5973,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,941,6,24,3,54487,64638,4597,11151,9025,337,7893,22248,1326,0,28,82,18506,26569,622,18821,162,43,39,0,520,38
5974,Blue,1,0,1,1,1,1,0,7,2,1,3,0,0,2318,47,37,70,123668,446946,56624,31332,90058,8244,33676,187487,62427,14319,127,196,56620,108353,6651,70294,538,118,64,20,1197,86
5975,Red,0,1,0,0,0,0,0,3,0,0,1,0,0,2318,37,47,62,203529,407474,36943,54014,77252,6651,32908,128003,14499,7199,102,202,31817,116760,8244,62572,551,117,71,30,1076,79
5976,Blue,1,1,1,1,0,1,0,7,2,0,2,0,0,1329,26,12,25,85653,205971,37756,15910,34408,2786,10328,35902,38620,22073,56,121,19401,36667,1306,40716,423,68,32,12,959,60
5977,Red,0,0,0,0,0,0,1,0,0,0,0,0,1,1329,12,26,15,72799,145728,11876,18971,21157,1306,19132,33353,16622,90,42,34,16280,53001,2785,29644,267,60,41,0,284,52
5978,Blue,1,0,0,1,1,1,0,8,2,1,3,0,0,2091,41,25,66,282052,216643,28963,77937,32375,4082,56996,97427,56710,18621,97,131,36134,80296,2196,61273,471,96,64,8,1035,79
5979,Red,0,1,1,0,0,0,1,4,0,0,0,0,1,2091,25,42,35,130068,405332,71430,34134,55934,2158,28224,110604,27651,9476,103,154,78260,69185,4081,53783,596,121,61,25,1052,75
5980,Blue,1,0,0,1,1,1,0,7,1,1,4,0,0,1922,35,21,30,250810,326404,42070,38243,35835,4026,18926,60316,67968,15444,137,122,29469,54217,1349,58114,570,139,87,5,959,79
5981,Red,0,1,1,0,0,0,1,4,0,0,0,0,1,1922,20,35,17,191062,266535,57166,27487,21600,350,24327,77225,25641,6639,75,117,40920,63348,4024,48348,525,120,86,12,1091,71
5982,Blue,1,1,0,1,1,0,0,6,1,1,2,0,0,1982,49,43,61,256284,188534,31707,60284,40599,4604,26940,117235,52939,19338,69,182,29550,88293,10425,61994,458,101,73,5,1317,76
5983,Red,0,0,1,0,0,1,1,6,0,0,2,0,1,1982,43,51,52,98381,349749,59340,28157,66333,10425,27259,102506,49672,19338,112,130,60793,75389,4603,59578,432,146,76,21,1026,70
5984,Blue,1,1,1,0,0,0,1,3,0,0,1,0,1,1149,27,6,31,71626,198049,25148,10984,22537,2216,13918,26051,35029,10305,47,40,15171,33755,1947,35675,346,96,75,1,332,56
5985,Red,0,0,0,0,0,1,0,0,0,0,1,0,0,1149,6,27,4,77088,114128,13935,13475,12498,1948,7063,24150,6865,621,52,78,12308,35883,2215,23904,235,82,62,0,629,48
5986,Blue,1,0,1,0,0,0,0,2,0,0,0,0,0,952,13,8,14,77811,86490,20940,16184,10718,752,4106,10610,8196,5909,45,106,3280,20684,1260,25875,280,38,30,0,742,47
5987,Red,0,1,0,0,0,1,0,0,0,0,1,0,0,952,8,13,3,18374,130850,17399,2859,12899,1260,8606,20391,5372,0,28,31,17870,22110,751,21691,292,62,48,2,186,43
5988,Blue,1,1,1,1,0,1,1,11,4,0,4,0,1,1735,42,22,43,34866,470261,39506,13272,77601,6953,26232,91635,60508,20030,78,113,18688,84313,6711,56270,458,147,75,36,794,69
5989,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,22,42,47,81489,314048,28765,17674,44936,6711,34096,89263,7893,2280,58,86,14698,97736,8196,45340,438,84,49,12,580,68
5990,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1536,22,41,22,120929,138369,42387,22669,19873,7702,18432,66924,8220,3776,74,96,28449,75767,3297,38987,336,56,43,0,655,57
5991,Red,1,0,1,1,1,1,1,11,3,1,3,0,1,1536,40,23,34,79834,294414,19494,27092,50456,3297,16934,47009,67317,21752,77,44,24668,44723,7701,50955,370,112,60,16,253,69
5992,Blue,1,1,1,0,0,0,0,2,0,0,0,0,0,1013,20,7,18,48468,153115,34813,9654,20582,2540,7835,18903,8364,6998,43,80,8184,23546,1338,31175,318,64,44,4,957,52
5993,Red,0,0,0,0,0,1,0,0,0,0,1,0,0,1013,6,20,3,54044,92968,23674,7304,8252,1339,7761,24352,8716,2751,27,56,11551,29249,2540,21172,228,60,52,0,373,46
5994,Blue,1,1,1,0,0,1,1,5,0,0,2,0,1,1274,24,11,19,99587,234770,42626,20960,28267,4825,17842,35044,40115,13902,76,96,7737,49795,591,39908,372,119,71,15,651,58
5995,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,1274,11,24,14,40229,197144,17976,6669,25491,591,21256,34474,7953,3579,49,45,22245,39980,4825,29772,325,64,54,0,722,50
5996,Blue,0,0,0,0,0,0,0,3,0,0,3,0,0,2223,44,56,64,266132,294681,38308,51814,49944,4836,53451,90910,25201,9596,65,180,82261,95604,3325,63536,481,124,96,0,708,75
5997,Red,1,1,1,1,1,1,0,9,2,2,2,0,0,2223,55,44,87,271861,308046,19726,80902,62196,3326,36846,110177,64971,16777,162,140,55555,74965,5563,73010,503,120,68,17,899,81
5998,Blue,1,1,1,1,0,1,1,5,1,0,3,0,1,1944,35,17,53,117439,339226,58848,48589,40276,6725,34408,64542,45175,12973,98,178,41111,56226,1378,51762,434,129,73,22,1077,72
5999,Red,0,0,0,0,0,0,0,1,0,0,1,0,0,1944,17,35,24,211607,190164,14425,39627,28798,1378,26142,79943,14613,3909,83,183,50253,55039,6724,44785,463,94,69,0,1537,67
6000,Blue,1,0,0,1,1,1,1,8,1,1,4,0,1,2059,59,22,71,118144,419972,59300,37428,72978,6028,36227,116962,72776,16186,109,118,36567,80049,8224,64739,474,144,95,12,1051,79
6001,Red,0,1,1,0,0,0,0,5,0,0,0,0,0,2059,22,59,36,234006,288197,66892,32861,45081,8225,20876,113099,24487,15524,89,153,39594,94854,6028,55576,522,154,93,18,619,71
6002,Blue,1,1,1,0,0,1,1,4,0,0,1,0,1,915,26,8,22,94132,134784,10365,14930,17823,575,13855,24228,28647,11139,35,47,11508,31251,695,33375,278,83,40,17,613,49
6003,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,915,8,26,7,28706,93028,6762,10352,14635,696,3958,19350,4666,2350,29,47,15910,23919,574,21534,212,31,31,0,216,41
6004,Blue,0,0,1,0,0,1,0,6,0,0,2,0,0,2648,38,39,31,256088,599875,65044,53067,65382,6045,62747,138972,39163,13439,131,163,79344,81811,13312,73856,774,219,157,28,946,85
6005,Red,1,1,0,1,1,0,0,8,1,1,4,0,0,2648,39,38,61,441058,397223,60205,75937,42493,11620,81444,140367,76996,20054,166,159,55978,107997,6044,78421,697,195,139,5,1373,89
6006,Blue,1,1,0,0,0,0,0,4,0,0,0,0,0,1361,21,8,21,171120,90131,5855,24792,10453,794,5517,46492,14400,13017,72,90,18651,31203,954,35394,268,82,55,12,1057,56
6007,Red,0,0,1,0,0,1,1,3,0,0,3,0,1,1361,8,23,6,86683,169832,38159,18120,12996,954,9508,27048,41148,12258,40,77,25274,31897,794,31191,374,52,28,1,407,53
6008,Blue,0,0,0,0,0,1,0,0,0,0,1,0,0,920,3,24,2,39532,68753,23191,8802,5949,1316,9168,18582,11483,739,24,50,12734,31115,1167,17381,174,40,25,0,289,41
6009,Red,1,1,1,0,0,0,0,2,0,0,0,0,0,920,23,3,10,38504,162485,9650,12388,19630,1168,8074,17426,10872,9213,19,47,10337,20387,1316,29496,274,84,63,8,325,48
6010,Blue,0,0,0,0,0,1,0,0,0,0,1,0,0,1290,12,17,13,47970,181673,13650,8082,21279,456,16663,27069,6677,146,63,77,19471,35767,770,29969,331,68,47,0,427,51
6011,Red,1,1,1,0,0,0,0,3,0,0,1,0,0,1290,17,12,15,114093,220168,18206,18057,19223,770,11622,25256,15157,9383,61,86,10174,35164,456,36493,418,120,72,28,571,59
6012,Blue,1,0,0,1,0,1,0,7,1,0,2,0,0,2180,33,19,37,220617,360853,49965,47042,39941,3879,44670,55525,34305,18065,78,42,47868,60324,2228,60087,616,125,100,4,527,78
6013,Red,0,1,1,0,0,0,1,4,0,0,2,0,1,2180,19,34,13,376720,183974,41546,45537,28028,2228,25570,59305,37501,8249,91,74,48734,62701,3878,50488,533,155,105,4,1505,73
6014,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,3318,12743,1044,1063,233,0,659,874,0,0,3,7,559,2157,24,4500,25,16,16,0,142,13
6015,Red,1,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,2906,19638,844,214,766,24,1424,1481,413,413,1,4,1484,2303,0,5035,45,20,20,0,23,16
6016,Blue,1,1,1,0,0,1,0,3,0,0,2,0,0,918,12,4,9,108637,102562,9911,22104,4814,990,10268,13390,19594,8923,34,80,6800,20224,929,25411,269,72,40,8,584,46
6017,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,918,4,12,5,26556,72001,8784,5733,8937,930,5831,14996,86,86,9,50,23266,13964,990,16665,107,44,44,0,364,39
6018,Blue,0,1,1,1,0,1,1,8,1,0,2,0,1,2353,27,31,16,404390,397297,74504,59264,31309,2821,31689,118642,43558,21990,60,140,56236,73763,14561,64226,812,140,104,4,1075,81
6019,Red,1,0,0,0,1,0,0,10,2,1,3,0,0,2353,31,27,41,363192,529967,104755,54724,43259,13508,31414,62484,88121,24239,125,113,62598,69370,2821,74496,764,218,145,23,1845,90
6020,Blue,0,0,0,0,0,1,0,1,0,0,4,0,0,2196,23,35,18,216350,400332,82066,35726,33496,7432,30504,105659,37977,4259,64,125,59221,84506,4433,56271,653,127,93,4,1521,83
6021,Red,1,1,1,1,1,0,0,11,3,1,2,0,0,2196,35,23,32,319258,494979,28504,58428,41259,4434,27405,66502,65165,23714,127,122,40095,68216,8129,66675,689,219,121,38,876,86
6022,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1323,14,24,8,154849,130811,5823,31542,10365,886,11084,33132,7978,6919,30,52,21157,45294,1745,31941,396,44,41,0,797,54
6023,Red,1,0,1,0,0,1,0,3,0,0,1,0,0,1323,21,14,20,131763,216852,25691,20625,27622,1745,15859,36365,19835,10497,59,85,32606,26384,884,37680,390,96,48,16,585,60
6024,Blue,0,1,0,0,0,0,0,7,1,0,0,0,0,1840,36,28,37,155320,249991,26459,35362,36188,3744,16799,63786,20686,20686,71,71,12744,73656,11010,53279,533,72,48,8,511,71
6025,Red,1,0,1,1,0,1,0,8,2,0,3,0,0,1840,28,36,19,62552,416595,40002,11831,52488,11012,18953,48244,52137,27778,53,81,37489,61491,3743,50342,422,128,85,12,484,70
6026,Blue,1,1,1,1,0,1,1,11,3,0,4,0,1,2200,34,28,37,387738,267030,31002,79883,20763,5008,28937,51624,58030,21255,99,145,36421,66230,7617,63434,680,154,100,10,1155,83
6027,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,2200,27,34,19,235366,296925,103626,34471,25915,7764,32382,74942,19354,3657,130,89,79882,50068,5224,55450,626,112,101,0,1595,81
6028,Blue,1,1,0,1,0,0,0,8,1,0,3,0,0,2538,35,15,44,304873,453313,94950,54583,56568,8103,50843,115210,55996,20223,120,90,26408,111506,9266,69332,653,225,143,31,1474,86
6029,Red,0,0,1,0,0,1,0,6,0,0,2,0,0,2538,14,35,14,144697,586326,52199,22298,67473,5487,40913,101320,35532,12234,76,142,57528,89806,8539,59572,663,140,91,13,1950,79
6030,Blue,1,1,1,1,0,0,1,6,1,0,1,0,1,1212,18,11,15,69577,251523,41257,15329,25033,2105,16427,35106,40401,14766,62,43,12143,42707,2615,36175,382,104,64,11,434,58
6031,Red,0,0,0,0,0,1,0,2,0,0,1,0,0,1212,10,18,8,58796,178245,12693,11330,18061,2617,13885,32339,17777,7442,50,38,15596,40932,2104,30014,316,72,51,0,502,54
6032,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,17,34,15,78115,128616,16235,13622,20936,2522,10841,33416,4219,2079,40,110,13188,51167,4275,29187,246,66,54,4,825,48
6033,Red,1,1,1,1,0,1,1,11,2,0,2,0,1,1202,34,17,23,72768,269376,22629,12372,39315,4277,17697,52107,45555,22161,44,80,14393,47165,4399,43028,376,114,59,18,852,56
6034,Blue,1,1,0,1,1,1,0,10,2,1,4,0,1,1990,43,21,48,139903,378125,62416,41259,37092,7708,47495,84543,82618,19656,67,154,50844,64601,5734,58655,438,209,118,36,926,78
6035,Red,0,0,1,0,0,0,1,2,0,0,0,0,1,1990,21,43,29,240279,198088,30095,45417,32666,3393,9661,63297,19541,8031,56,83,42308,56086,7707,47682,420,116,92,4,1103,69
6036,Blue,0,1,0,0,0,0,0,3,0,0,0,0,0,1243,13,23,6,42019,261939,21385,7646,22827,1695,18017,44855,15178,8761,42,38,9535,54158,3641,33024,361,96,75,0,510,52
6037,Red,1,0,1,1,0,1,1,4,1,0,3,0,1,1243,22,13,23,49976,255602,24599,7547,32384,3643,18838,35559,36159,11472,57,62,8231,45022,1695,36428,288,123,75,15,538,59
6038,Blue,1,0,1,1,0,1,0,11,4,0,2,0,0,1619,35,23,31,189448,227356,13480,37508,27794,1792,20682,42896,36294,25673,82,95,29454,53813,2714,48675,430,108,69,12,1376,67
6039,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1619,23,35,17,115188,163990,28536,28392,24009,1714,12680,45329,2619,2619,45,90,39198,51801,1792,37874,317,64,60,0,982,60
6040,Blue,1,1,1,0,0,1,1,4,0,0,1,0,1,1214,29,11,18,199604,92493,23820,39247,11196,1359,19425,33406,31894,10368,44,70,20613,35606,1474,34244,286,96,27,51,1015,56
6041,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,11,29,6,95646,75205,23454,19854,9191,1474,4962,17810,2918,2357,24,35,39246,19612,1359,26029,291,12,0,0,426,49
6042,Blue,0,1,1,1,0,0,0,6,1,0,0,0,1,2514,38,46,55,257798,403039,49436,44243,75011,5179,27685,77435,49996,17359,124,174,65282,76243,9658,66330,512,166,110,19,1144,78
6043,Red,1,0,0,0,1,1,1,10,2,2,6,0,1,2514,46,38,70,380017,288654,79755,62226,35970,9713,56048,181924,112995,19702,192,112,46276,111695,7045,75592,531,188,109,20,1227,89
6044,Blue,1,1,1,1,0,1,0,11,4,0,2,0,0,1439,39,22,29,135551,341537,19748,22779,51672,1026,28058,60852,34569,23328,62,92,51313,37327,2969,50369,397,170,83,56,733,65
6045,Red,0,0,0,0,0,0,0,2,0,0,0,0,0,1439,22,39,16,161740,105772,7439,49435,11950,1611,18073,64289,7286,5629,38,100,24428,64142,1027,36016,290,57,52,0,547,58
6046,Blue,0,1,0,0,0,0,1,1,0,0,0,0,1,1872,32,55,46,159774,292272,42896,28002,56014,9307,16599,72023,18804,5596,70,142,53691,60608,9884,50398,382,123,101,13,1298,72
6047,Red,1,0,1,1,1,1,0,10,2,1,4,0,0,1872,54,32,52,163731,434231,18618,51601,41106,9887,44200,91765,66999,21407,87,108,33243,94922,9306,65087,487,198,106,29,952,80
6048,Blue,0,1,0,1,0,0,0,6,3,0,4,0,0,2796,47,50,63,233799,590652,47490,66035,103076,10932,81147,226104,67867,14963,119,268,146748,85360,12062,76467,573,211,124,31,1910,85
6049,Red,1,0,1,0,1,1,1,8,1,1,2,0,1,2796,48,47,94,606725,183833,62721,143195,38668,11383,64892,201414,48860,12135,113,279,68023,138656,10932,78014,581,120,75,15,1782,87
6050,Blue,0,0,0,0,0,0,1,1,0,0,0,0,1,2014,20,58,18,274126,257122,20080,40925,42264,2518,12937,101934,16502,3153,69,101,53384,104697,3320,48995,529,101,64,8,946,74
6051,Red,1,1,1,1,1,1,0,11,2,1,4,0,1,2014,58,20,58,257143,401372,21074,52342,81507,3320,60277,98950,80115,25289,71,90,43820,83480,2518,65992,511,162,83,38,794,84
6052,Blue,0,1,1,0,0,0,0,2,0,0,0,0,0,1402,9,32,12,90366,150341,14583,17585,13315,2006,6592,39889,12914,10908,60,83,27448,44351,1035,32307,346,51,43,1,1179,52
6053,Red,1,0,0,1,0,1,1,5,1,0,3,0,1,1402,32,10,38,98697,246453,22486,26498,30975,1035,16940,40480,49545,13703,51,87,18012,37724,2005,41453,298,125,67,23,795,60
6054,Blue,1,1,1,1,0,0,0,7,2,0,1,0,0,2045,26,38,40,267314,216872,28267,45606,36868,2654,53309,109232,35290,20788,80,194,40042,112967,5311,53043,470,104,78,4,1132,72
6055,Red,0,0,0,0,1,1,0,6,1,1,3,0,0,2045,38,28,47,156479,437093,20127,37383,82385,4735,40109,97164,56546,14726,72,140,48147,75641,2079,59036,481,156,89,24,1025,76
6056,Blue,0,0,1,0,0,0,1,2,0,0,0,0,2,1777,15,44,16,195782,211476,55659,32118,24206,3370,15960,68747,25251,5987,67,133,38500,74642,4048,44527,511,44,24,9,1600,65
6057,Red,1,1,0,1,0,1,0,8,2,0,4,0,0,1777,43,15,39,162146,410255,30748,37952,53453,3050,23458,56060,47762,18619,68,123,33188,52721,3369,56114,494,166,63,58,1226,75
6058,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1817,22,43,32,81409,233588,20198,18089,38599,4913,21349,57390,4591,4552,71,119,45955,62837,3526,44045,414,4,4,0,361,64
6059,Red,1,0,1,1,0,1,1,10,3,0,3,0,1,1817,43,22,53,213209,305138,30310,45956,47555,3526,27535,57096,54841,24277,67,109,20246,66558,4912,55852,422,170,60,70,1052,73
6060,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,18,48,20,84429,176457,16286,17274,31676,2310,12181,42036,6218,4857,44,81,41808,45906,1570,34747,273,81,56,12,817,58
6061,Red,1,1,1,1,0,1,0,11,2,0,3,0,0,1409,48,18,39,195041,243615,28612,40858,33649,1570,19358,55232,48658,29819,35,116,19835,59096,3309,51651,436,138,87,21,1041,68
6062,Blue,1,1,1,1,0,1,0,8,1,0,2,0,0,1976,38,29,38,261767,324386,41126,47019,39099,3164,33351,72326,39286,22977,91,105,32162,70364,4166,57774,501,150,83,28,999,77
6063,Red,0,0,0,0,0,0,1,4,0,0,1,0,1,1976,29,38,26,73436,421056,44157,30810,45518,3169,30337,63747,30924,9223,91,65,50066,72064,3164,52339,417,136,98,12,631,73
6064,Blue,0,1,0,0,0,0,0,2,0,0,0,0,0,1261,16,24,11,123627,94875,18302,21809,17814,1365,5273,22803,9600,8849,20,41,3981,46292,3433,30642,334,8,1,0,293,53
6065,Red,1,0,1,0,0,1,1,4,0,0,2,0,1,1261,24,16,9,19378,348575,28862,3982,38006,3435,19655,41888,40152,12331,50,62,24359,40776,1365,38810,389,173,91,42,476,60
6066,Blue,1,1,1,1,0,1,1,11,2,0,2,0,1,1377,40,11,39,140170,248940,37704,25014,58924,6273,29327,62300,49433,23163,55,174,15550,58887,1201,48748,432,114,68,5,903,65
6067,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,11,40,9,59256,146940,11112,14447,31605,1202,18721,48394,2949,1865,43,89,26628,70003,6272,29003,225,62,56,0,433,52
6068,Blue,0,0,1,0,1,0,0,6,0,1,0,0,0,1976,33,55,40,238053,330986,66503,46464,42598,12348,17535,109701,30873,13628,118,109,52234,90848,8135,61816,661,79,60,8,1081,77
6069,Red,1,1,0,1,0,1,1,11,3,1,5,0,1,1976,55,33,62,230450,388463,80357,50772,59202,8135,45764,91316,94106,25165,120,132,49785,81433,12347,72658,511,231,116,40,1066,84
6070,Blue,0,0,0,0,0,0,0,3,0,0,1,0,0,2131,41,49,55,183771,357234,43473,42527,52327,4517,32000,110182,18222,6093,79,122,32114,102296,17800,62505,573,100,58,16,1324,80
6071,Red,1,1,1,1,0,1,0,10,2,0,3,0,0,2131,49,41,63,119731,695016,80481,30651,80879,17089,39332,88640,65231,25238,153,113,44636,90452,4515,76178,615,238,102,84,1387,83
6072,Blue,1,1,0,0,0,0,0,0,0,0,0,0,0,195,1,0,1,3218,14304,1409,135,1522,183,1606,1791,523,0,0,1,399,3612,235,4880,29,12,9,0,120,13
6073,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,1,0,1771,8331,235,399,1273,235,80,1003,0,0,1,3,135,2027,183,3988,30,0,0,0,20,11
6074,Blue,0,0,1,0,0,0,0,2,0,0,0,0,0,1758,24,47,32,83550,313677,24960,19829,39367,5944,27687,64542,20153,9082,100,43,14906,96126,4235,48270,427,114,79,8,669,68
6075,Red,1,1,0,1,1,1,1,11,3,1,3,0,1,1758,47,24,58,72032,488134,25301,14517,71659,4237,25618,84630,74384,25379,105,79,20897,73435,7620,62939,497,117,60,16,751,76
6076,Blue,0,0,0,0,0,0,0,4,0,0,0,0,0,2054,35,48,34,223176,367871,54769,45999,47579,9036,24737,90213,19931,12164,97,163,63377,67764,8607,58432,547,102,71,5,670,78
6077,Red,1,1,1,1,1,1,1,11,2,1,4,0,1,2054,48,35,46,275832,371495,53845,62930,45378,8608,26188,85195,92634,29640,131,138,47879,75647,9036,68066,528,177,81,46,739,80
6078,Blue,1,0,0,1,1,0,0,5,1,1,1,0,0,1989,39,39,35,282623,267938,35222,41007,47807,17286,37804,88472,46083,15456,70,95,51759,65099,13960,60709,506,126,74,25,784,79
6079,Red,0,1,1,0,0,1,0,6,0,0,1,0,0,1989,39,39,28,291681,332420,43070,48473,38083,11071,42122,106905,19910,15431,98,88,43220,82536,17285,62908,594,181,113,49,1225,76
6080,Blue,1,1,1,1,0,1,0,8,2,0,3,0,0,1834,49,34,43,386113,187085,49497,83427,20091,4228,29107,69196,51534,25219,98,73,21928,75183,16327,63037,526,163,105,22,1243,78
